Gen,Resource,Stamp,TimeStamp_Start,TimeStamp_End,Duration,Indiv_id
59,1,STEP,132917545925672,132917547889460,1963788,-1
60,1,STEP,132917547951128,132917550288047,2336919,-1
61,1,STEP,132917550349998,132917552263781,1913783,-1
62,1,STEP,132917552325130,132917554680078,2354948,-1
63,1,STEP,132917554743222,132917556789025,2045803,-1
64,1,STEP,132917556854380,132917559145718,2291338,-1
65,1,STEP,132917559207932,132917561140001,1932069,-1
66,1,STEP,132917561201969,132917563227817,2025848,-1
67,1,STEP,132917563290345,132917565473184,2182839,-1
68,1,STEP,132917565534970,132917567672732,2137762,-1
69,1,STEP,132917567734638,132917570406704,2672066,-1
70,1,STEP,132917570469594,132917572460635,1991041,-1
71,1,STEP,132917572522269,132917574969523,2447254,-1
72,1,STEP,132917575032728,132917577225187,2192459,-1
73,1,STEP,132917577286819,132917579341680,2054861,-1
74,1,STEP,132917579402094,132917581231377,1829283,-1
75,1,STEP,132917581294925,132917583567947,2273022,-1
76,1,STEP,132917583630360,132917585768979,2138619,-1
77,1,STEP,132917585830291,132917587923966,2093675,-1
78,1,STEP,132917587988838,132917590037507,2048669,-1
79,1,STEP,132917590099784,132917592064109,1964325,-1
80,1,STEP,132917592125103,132917594498689,2373586,-1
81,1,STEP,132917594561027,132917596801884,2240857,-1
82,1,STEP,132917596863123,132917599138402,2275279,-1
83,1,STEP,132917599200815,132917601525725,2324910,-1
84,1,STEP,132917601588381,132917603969877,2381496,-1
85,1,STEP,132917604032341,132917606015389,1983048,-1
86,1,STEP,132917606075979,132917608327241,2251262,-1
87,1,STEP,132917608389539,132917610771543,2382004,-1
88,1,STEP,132917610833786,132917613008262,2174476,-1
89,1,STEP,132917613069950,132917615375952,2306002,-1
90,1,STEP,132917615437461,132917617576320,2138859,-1
91,1,STEP,132917617638562,132917619945414,2306852,-1
92,1,STEP,132917620008255,132917622339690,2331435,-1
93,1,STEP,132917622401889,132917625022160,2620271,-1
94,1,STEP,132917625086013,132917627425478,2339465,-1
95,1,STEP,132917627489189,132917629621463,2132274,-1
96,1,STEP,132917629684072,132917631458635,1774563,-1
97,1,STEP,132917631520678,132917633832480,2311802,-1
98,1,STEP,132917633896757,132917636043289,2146532,-1
99,1,STEP,132917636105204,132917638290983,2185779,-1
100,1,STEP,132917638353355,132917640674002,2320647,-1
101,1,STEP,132917640737818,132917642764645,2026827,-1
102,1,STEP,132917642826034,132917645026792,2200758,-1
103,1,STEP,132917645088826,132917647549700,2460874,-1
104,1,STEP,132917647611569,132917649457635,1846066,-1
105,1,STEP,132917649518391,132917651290985,1772594,-1
106,1,STEP,132917651352252,132917653591960,2239708,-1
107,1,STEP,132917653655097,132917656206152,2551055,-1
108,1,STEP,132917656269008,132917658497210,2228202,-1
109,1,STEP,132917658559522,132917660524123,1964601,-1
110,1,STEP,132917660586858,132917663246389,2659531,-1
111,1,STEP,132917663311688,132917665539737,2228049,-1
112,1,STEP,132917665602215,132917667960681,2358466,-1
113,1,STEP,132917668024455,132917669816921,1792466,-1
114,1,STEP,132917669878594,132917672129567,2250973,-1
115,1,STEP,132917672192356,132917674426352,2233996,-1
116,1,STEP,132917674488522,132917676639608,2151086,-1
117,1,STEP,132917676701902,132917679223329,2521427,-1
118,1,STEP,132917679286377,132917681712402,2426025,-1
119,1,STEP,132917681775078,132917683994939,2219861,-1
120,1,STEP,132917684056778,132917686208844,2152066,-1
121,1,STEP,132917686271391,132917688194302,1922911,-1
122,1,STEP,132917688256085,132917690378321,2122236,-1
123,1,STEP,132917690441236,132917692534475,2093239,-1
124,1,STEP,132917692598520,132917694820222,2221702,-1
125,1,STEP,132917694882652,132917696670146,1787494,-1
126,1,STEP,132917696731235,132917698684682,1953447,-1
127,1,STEP,132917698746390,132917701321137,2574747,-1
128,1,STEP,132917701500318,132917703454057,1953739,-1
129,1,STEP,132917703521043,132917705710602,2189559,-1
130,1,STEP,132917705846335,132917708540501,2694166,-1
131,1,STEP,132917708683289,132917710843526,2160237,-1
132,1,STEP,132917710909301,132917712900655,1991354,-1
133,1,STEP,132917712964123,132917715200384,2236261,-1
134,1,STEP,132917715265148,132917717420718,2155570,-1
135,1,STEP,132917717522472,132917719752652,2230180,-1
136,1,STEP,132917719817332,132917722500220,2682888,-1
137,1,STEP,132917722607602,132917724942581,2334979,-1
138,1,STEP,132917725007209,132917727321054,2313845,-1
139,1,STEP,132917727385838,132917729598858,2213020,-1
140,1,STEP,132917729664034,132917732226541,2562507,-1
141,1,STEP,132917732294252,132917734524006,2229754,-1
142,1,STEP,132917734589513,132917736433963,1844450,-1
143,1,STEP,132917736497553,132917738642063,2144510,-1
144,1,STEP,132917738706129,132917740621707,1915578,-1
145,1,STEP,132917740684928,132917743490342,2805414,-1
146,1,STEP,132917743570694,132917745705019,2134325,-1
147,1,STEP,132917745768844,132917748200973,2432129,-1
148,1,STEP,132917748336327,132917750749042,2412715,-1
149,1,STEP,132917750884159,132917753157397,2273238,-1
150,1,STEP,132917753291024,132917755359806,2068782,-1
151,1,STEP,132917755422947,132917757603832,2180885,-1
152,1,STEP,132917757671315,132917759805781,2134466,-1
153,1,STEP,132917759939863,132917762536258,2596395,-1
154,1,STEP,132917762686759,132917765022023,2335264,-1
155,1,STEP,132917765157068,132917767554814,2397746,-1
156,1,STEP,132917767619312,132917769940776,2321464,-1
157,1,STEP,132917770006756,132917772363736,2356980,-1
158,1,STEP,132917772500534,132917774761325,2260791,-1
159,1,STEP,132917774827659,132917776764173,1936514,-1
160,1,STEP,132917776827857,132917778994035,2166178,-1
161,1,STEP,132917779059818,132917781292748,2232930,-1
162,1,STEP,132917781359392,132917784071472,2712080,-1
163,1,STEP,132917784149656,132917786365347,2215691,-1
164,1,STEP,132917786431263,132917788532828,2101565,-1
165,1,STEP,132917788666552,132917790887160,2220608,-1
166,1,STEP,132917790952106,132917793253984,2301878,-1
167,1,STEP,132917793319574,132917795668484,2348910,-1
168,1,STEP,132917795733697,132917797907234,2173537,-1
169,1,STEP,132917797972180,132917800041258,2069078,-1
170,1,STEP,132917800104129,132917802264840,2160711,-1
171,1,STEP,132917802347684,132917804494971,2147287,-1
172,1,STEP,132917804632440,132917807630004,2997564,-1
173,1,STEP,132917807734810,132917810278460,2543650,-1
174,1,STEP,132917810343516,132917812518042,2174526,-1
175,1,STEP,132917812582831,132917814814805,2231974,-1
176,1,STEP,132917814879321,132917816992946,2113625,-1
177,1,STEP,132917817056667,132917819220251,2163584,-1
178,1,STEP,132917819285154,132917821382668,2097514,-1
179,1,STEP,132917821454328,132917824157185,2702857,-1
180,1,STEP,132917824259197,132917826768226,2509029,-1
181,1,STEP,132917826833906,132917828913980,2080074,-1
182,1,STEP,132917828978983,132917831268412,2289429,-1
183,1,STEP,132917831334839,132917833578618,2243779,-1
184,1,STEP,132917833644586,132917836025467,2380881,-1
185,1,STEP,132917836092293,132917838075354,1983061,-1
186,1,STEP,132917838138595,132917840279758,2141163,-1
187,1,STEP,132917840343483,132917842931747,2588264,-1
188,1,STEP,132917843112415,132917845373812,2261397,-1
189,1,STEP,132917845512191,132917847659726,2147535,-1
190,1,STEP,132917847725467,132917849973711,2248244,-1
191,1,STEP,132917850109577,132917852243047,2133470,-1
192,1,STEP,132917852307655,132917854295074,1987419,-1
193,1,STEP,132917854358950,132917856707050,2348100,-1
194,1,STEP,132917856773676,132917858894926,2121250,-1
195,1,STEP,132917858958999,132917861110533,2151534,-1
196,1,STEP,132917861176773,132917863360766,2183993,-1
197,1,STEP,132917863502246,132917865859402,2357156,-1
198,1,STEP,132917865926310,132917867948828,2022518,-1
199,1,STEP,132917868013272,132917870596469,2583197,-1
200,1,STEP,132917870664047,132917872834112,2170065,-1
201,1,STEP,132917872899494,132917875283726,2384232,-1
202,1,STEP,132917875348777,132917877602569,2253792,-1
203,1,STEP,132917877667702,132917879807735,2140033,-1
204,1,STEP,132917879871948,132917882183597,2311649,-1
205,1,STEP,132917882301798,132917885034849,2733051,-1
206,1,STEP,132917885174479,132917888142796,2968317,-1
207,1,STEP,132917888280673,132917890778508,2497835,-1
208,1,STEP,132917890843416,132917893053892,2210476,-1
209,1,STEP,132917893118669,132917895598716,2480047,-1
210,1,STEP,132917895664556,132917897832804,2168248,-1
211,1,STEP,132917897897857,132917900051599,2153742,-1
212,1,STEP,132917900116181,132917902082531,1966350,-1
213,1,STEP,132917902150180,132917904646658,2496478,-1
214,1,STEP,132917904723728,132917906793466,2069738,-1
215,1,STEP,132917906857440,132917909319942,2462502,-1
216,1,STEP,132917909385552,132917911528165,2142613,-1
217,1,STEP,132917911591233,132917913741743,2150510,-1
218,1,STEP,132917913805592,132917916091617,2286025,-1
219,1,STEP,132917916157370,132917918646297,2488927,-1
220,1,STEP,132917918713153,132917920523451,1810298,-1
221,1,STEP,132917920587775,132917922459798,1872023,-1
222,1,STEP,132917922526188,132917924758547,2232359,-1
223,1,STEP,132917924830804,132917927436865,2606061,-1
224,1,STEP,132917927508151,132917929541462,2033311,-1
225,1,STEP,132917929605561,132917931667175,2061614,-1
226,1,STEP,132917931731879,132917933836945,2105066,-1
227,1,STEP,132917933901302,132917935956579,2055277,-1
228,1,STEP,132917936022444,132917938227523,2205079,-1
229,1,STEP,132917938292797,132917940322764,2029967,-1
230,1,STEP,132917940389174,132917942702596,2313422,-1
231,1,STEP,132917942769083,132917944686049,1916966,-1
232,1,STEP,132917944749149,132917947087159,2338010,-1
233,1,STEP,132917947153964,132917949346169,2192205,-1
234,1,STEP,132917949411356,132917951540041,2128685,-1
235,1,STEP,132917951604220,132917953632855,2028635,-1
236,1,STEP,132917953696316,132917955696581,2000265,-1
237,1,STEP,132917955759608,132917957882444,2122836,-1
238,1,STEP,132917957946316,132917959990416,2044100,-1
239,1,STEP,132917960054592,132917962056930,2002338,-1
240,1,STEP,132917962121032,132917964291222,2170190,-1
241,1,STEP,132917964355066,132917966693837,2338771,-1
242,1,STEP,132917966759298,132917968726861,1967563,-1
243,1,STEP,132917968790404,132917970777956,1987552,-1
244,1,STEP,132917970841517,132917973021448,2179931,-1
245,1,STEP,132917973086121,132917975236988,2150867,-1
246,1,STEP,132917975302961,132917977279030,1976069,-1
247,1,STEP,132917977341698,132917979428013,2086315,-1
248,1,STEP,132917979491352,132917981742369,2251017,-1
249,1,STEP,132917981807277,132917983616829,1809552,-1
250,1,STEP,132917983679226,132917985815496,2136270,-1
251,1,STEP,132917985879877,132917988086671,2206794,-1
252,1,STEP,132917988150066,132917990242715,2092649,-1
253,1,STEP,132917990305684,132917992463991,2158307,-1
254,1,STEP,132917992528066,132917995020751,2492685,-1
255,1,STEP,132917995085675,132917997173599,2087924,-1
256,1,STEP,132917997279395,132917999361389,2081994,-1
257,1,STEP,132917999425318,132918001730958,2305640,-1
258,1,STEP,132918001796304,132918003950925,2154621,-1
259,1,STEP,132918004014252,132918006283339,2269087,-1
260,1,STEP,132918006346847,132918008460607,2113760,-1
261,1,STEP,132918008522959,132918010515717,1992758,-1
262,1,STEP,132918010578878,132918012927243,2348365,-1
263,1,STEP,132918012992533,132918015061469,2068936,-1
264,1,STEP,132918015124951,132918017559245,2434294,-1
265,1,STEP,132918017625301,132918019631514,2006213,-1
266,1,STEP,132918019694997,132918021767345,2072348,-1
267,1,STEP,132918021830834,132918023687503,1856669,-1
268,1,STEP,132918023750831,132918025943962,2193131,-1
269,1,STEP,132918026007890,132918027957713,1949823,-1
270,1,STEP,132918028020075,132918030194650,2174575,-1
271,1,STEP,132918030257447,132918032570448,2313001,-1
272,1,STEP,132918032635522,132918034555577,1920055,-1
273,1,STEP,132918034617730,132918036773878,2156148,-1
274,1,STEP,132918036837792,132918038763876,1926084,-1
275,1,STEP,132918038827269,132918040631912,1804643,-1
276,1,STEP,132918040694595,132918042739021,2044426,-1
277,1,STEP,132918042802406,132918045224238,2421832,-1
278,1,STEP,132918045287743,132918047474490,2186747,-1
279,1,STEP,132918047538934,132918049473184,1934250,-1
280,1,STEP,132918049534756,132918051355963,1821207,-1
281,1,STEP,132918051419163,132918053688372,2269209,-1
282,1,STEP,132918053752633,132918055918395,2165762,-1
283,1,STEP,132918055981420,132918058109489,2128069,-1
284,1,STEP,132918058172616,132918060402029,2229413,-1
285,1,STEP,132918060466064,132918062409017,1942953,-1
286,1,STEP,132918062472181,132918064384972,1912791,-1
287,1,STEP,132918064448145,132918066491165,2043020,-1
288,1,STEP,132918066554396,132918068640425,2086029,-1
289,1,STEP,132918068702535,132918070832746,2130211,-1
290,1,STEP,132918070896317,132918072902978,2006661,-1
291,1,STEP,132918072968901,132918075106084,2137183,-1
292,1,STEP,132918075172313,132918077012655,1840342,-1
293,1,STEP,132918077074712,132918079074115,1999403,-1
294,1,STEP,132918079136890,132918081172268,2035378,-1
295,1,STEP,132918081236798,132918083386430,2149632,-1
296,1,STEP,132918083450945,132918085492213,2041268,-1
297,1,STEP,132918085557163,132918087663949,2106786,-1
298,1,STEP,132918087727471,132918089653346,1925875,-1
299,1,STEP,132918089715366,132918091416598,1701232,-1
300,1,STEP,132918091478405,132918093363484,1885079,-1
301,1,STEP,132918093425960,132918095369470,1943510,-1
302,1,STEP,132918095431995,132918097713361,2281366,-1
303,1,STEP,132918097777768,132918099845984,2068216,-1
304,1,STEP,132918099909766,132918101945358,2035592,-1
305,1,STEP,132918102008936,132918104264499,2255563,-1
306,1,STEP,132918104330038,132918106620509,2290471,-1
307,1,STEP,132918106685207,132918109017191,2331984,-1
308,1,STEP,132918109082801,132918111157923,2075122,-1
309,1,STEP,132918111221295,132918113254723,2033428,-1
310,1,STEP,132918113318723,132918115461781,2143058,-1
311,1,STEP,132918115526389,132918117691590,2165201,-1
312,1,STEP,132918117755921,132918120063525,2307604,-1
313,1,STEP,132918120129243,132918122216034,2086791,-1
314,1,STEP,132918122279324,132918124467929,2188605,-1
315,1,STEP,132918124531620,132918126724267,2192647,-1
316,1,STEP,132918126787485,132918128889911,2102426,-1
317,1,STEP,132918128953226,132918130950977,1997751,-1
318,1,STEP,132918131014441,132918132958384,1943943,-1
319,1,STEP,132918133021961,132918135110945,2088984,-1
320,1,STEP,132918135174278,132918137463343,2289065,-1
321,1,STEP,132918137528153,132918139934276,2406123,-1
322,1,STEP,132918139999154,132918142133126,2133972,-1
323,1,STEP,132918142196610,132918144440679,2244069,-1
324,1,STEP,132918144504723,132918147073023,2568300,-1
325,1,STEP,132918147140143,132918149355265,2215122,-1
326,1,STEP,132918149419317,132918151792473,2373156,-1
327,1,STEP,132918151861049,132918154307050,2446001,-1
328,1,STEP,132918154374797,132918156567621,2192824,-1
329,1,STEP,132918156632215,132918158810862,2178647,-1
330,1,STEP,132918158875399,132918161570579,2695180,-1
331,1,STEP,132918161638441,132918163737275,2098834,-1
332,1,STEP,132918163802642,132918166172396,2369754,-1
333,1,STEP,132918166238923,132918168354803,2115880,-1
334,1,STEP,132918168417785,132918170557289,2139504,-1
335,1,STEP,132918170623306,132918172921262,2297956,-1
336,1,STEP,132918172986666,132918175293255,2306589,-1
337,1,STEP,132918175357750,132918177785208,2427458,-1
338,1,STEP,132918177851425,132918180131314,2279889,-1
339,1,STEP,132918180229394,132918182378872,2149478,-1
340,1,STEP,132918182443374,132918184481675,2038301,-1
341,1,STEP,132918184545890,132918186716376,2170486,-1
342,1,STEP,132918186781698,132918188792537,2010839,-1
343,1,STEP,132918188856213,132918191143723,2287510,-1
344,1,STEP,132918191208923,132918193802262,2593339,-1
345,1,STEP,132918193871999,132918196371013,2499014,-1
346,1,STEP,132918196438145,132918198218020,1779875,-1
347,1,STEP,132918198281274,132918200372868,2091594,-1
348,1,STEP,132918200437482,132918202630336,2192854,-1
349,1,STEP,132918202694928,132918204900788,2205860,-1
350,1,STEP,132918204965151,132918207067190,2102039,-1
351,1,STEP,132918207131022,132918209221688,2090666,-1
352,1,STEP,132918209285394,132918211677925,2392531,-1
353,1,STEP,132918211742508,132918213976694,2234186,-1
354,1,STEP,132918214042082,132918216342089,2300007,-1
355,1,STEP,132918216405599,132918218493904,2088305,-1
356,1,STEP,132918218558004,132918220743115,2185111,-1
357,1,STEP,132918220807265,132918223145511,2338246,-1
358,1,STEP,132918223211743,132918224969037,1757294,-1
359,1,STEP,132918225031797,132918227281579,2249782,-1
360,1,STEP,132918227345605,132918229222284,1876679,-1
361,1,STEP,132918229284341,132918231540850,2256509,-1
362,1,STEP,132918231605801,132918233679814,2074013,-1
363,1,STEP,132918233745128,132918235937327,2192199,-1
364,1,STEP,132918236000910,132918238289790,2288880,-1
365,1,STEP,132918238354221,132918240231463,1877242,-1
366,1,STEP,132918240293058,132918242618531,2325473,-1
367,1,STEP,132918242683438,132918244664111,1980673,-1
368,1,STEP,132918244726958,132918246976241,2249283,-1
369,1,STEP,132918247041309,132918248951414,1910105,-1
370,1,STEP,132918249013617,132918251180444,2166827,-1
371,1,STEP,132918251243601,132918253009277,1765676,-1
372,1,STEP,132918253071725,132918255281687,2209962,-1
373,1,STEP,132918255345828,132918257750935,2405107,-1
374,1,STEP,132918257816365,132918259555178,1738813,-1
375,1,STEP,132918259617559,132918261640947,2023388,-1
376,1,STEP,132918261705882,132918263764856,2058974,-1
377,1,STEP,132918263828996,132918266054775,2225779,-1
378,1,STEP,132918266119933,132918268299775,2179842,-1
379,1,STEP,132918268366197,132918270320802,1954605,-1
380,1,STEP,132918270383729,132918272509816,2126087,-1
381,1,STEP,132918272573440,132918274468417,1894977,-1
382,1,STEP,132918274530425,132918276847285,2316860,-1
383,1,STEP,132918276913827,132918279136905,2223078,-1
384,1,STEP,132918279202571,132918281194631,1992060,-1
385,1,STEP,132918281258827,132918283314255,2055428,-1
386,1,STEP,132918283377713,132918285781280,2403567,-1
387,1,STEP,132918285847100,132918288029384,2182284,-1
388,1,STEP,132918288094742,132918290260822,2166080,-1
389,1,STEP,132918290325320,132918292526018,2200698,-1
390,1,STEP,132918292590872,132918294814525,2223653,-1
391,1,STEP,132918294878797,132918296929776,2050979,-1
392,1,STEP,132918296995221,132918299063580,2068359,-1
393,1,STEP,132918299128342,132918301388789,2260447,-1
394,1,STEP,132918301458449,132918303408819,1950370,-1
395,1,STEP,132918303471665,132918305593624,2121959,-1
396,1,STEP,132918305656541,132918307766952,2110411,-1
397,1,STEP,132918307829758,132918310102860,2273102,-1
398,1,STEP,132918310166397,132918312244529,2078132,-1
399,1,STEP,132918312307910,132918314497846,2189936,-1
400,1,STEP,132918314561278,132918316880596,2319318,-1
401,1,STEP,132918316945777,132918319120686,2174909,-1
402,1,STEP,132918319185431,132918321721013,2535582,-1
403,1,STEP,132918321785558,132918324065232,2279674,-1
404,1,STEP,132918324130535,132918326265985,2135450,-1
405,1,STEP,132918326329659,132918328572540,2242881,-1
406,1,STEP,132918328638284,132918330625961,1987677,-1
407,1,STEP,132918330690274,132918332606547,1916273,-1
408,1,STEP,132918332669433,132918334871689,2202256,-1
409,1,STEP,132918334935364,132918337371257,2435893,-1
410,1,STEP,132918337438815,132918339362594,1923779,-1
411,1,STEP,132918339425167,132918341760296,2335129,-1
412,1,STEP,132918341824797,132918343842213,2017416,-1
413,1,STEP,132918343904928,132918346111554,2206626,-1
414,1,STEP,132918346174733,132918348056168,1881435,-1
415,1,STEP,132918348118290,132918349957994,1839704,-1
416,1,STEP,132918350019760,132918352044753,2024993,-1
417,1,STEP,132918352107693,132918354295958,2188265,-1
418,1,STEP,132918354359843,132918356486890,2127047,-1
419,1,STEP,132918356550793,132918358734621,2183828,-1
420,1,STEP,132918358798895,132918360497793,1698898,-1
421,1,STEP,132918360559344,132918362751723,2192379,-1
422,1,STEP,132918362816464,132918364941855,2125391,-1
423,1,STEP,132918365006518,132918366690918,1684400,-1
424,1,STEP,132918366754132,132918369033531,2279399,-1
425,1,STEP,132918369101385,132918371417333,2315948,-1
426,1,STEP,132918371483993,132918373612586,2128593,-1
427,1,STEP,132918373676274,132918375969066,2292792,-1
428,1,STEP,132918376034678,132918377863898,1829220,-1
429,1,STEP,132918377926903,132918379986293,2059390,-1
430,1,STEP,132918380049502,132918382139554,2090052,-1
431,1,STEP,132918382201942,132918384027363,1825421,-1
432,1,STEP,132918384089633,132918385896622,1806989,-1
433,1,STEP,132918385959966,132918388110488,2150522,-1
434,1,STEP,132918388176009,132918390415037,2239028,-1
435,1,STEP,132918390479093,132918392705756,2226663,-1
436,1,STEP,132918392770414,132918395081744,2311330,-1
437,1,STEP,132918395147311,132918397415312,2268001,-1
438,1,STEP,132918397516117,132918399809614,2293497,-1
439,1,STEP,132918399873890,132918402051871,2177981,-1
440,1,STEP,132918402116626,132918403989879,1873253,-1
441,1,STEP,132918404053122,132918406150752,2097630,-1
442,1,STEP,132918406215525,132918408161514,1945989,-1
443,1,STEP,132918408224971,132918410392570,2167599,-1
444,1,STEP,132918410456718,132918412295811,1839093,-1
445,1,STEP,132918412358579,132918414653474,2294895,-1
446,1,STEP,132918414717476,132918416554620,1837144,-1
447,1,STEP,132918416616196,132918418825559,2209363,-1
448,1,STEP,132918418890639,132918421010104,2119465,-1
449,1,STEP,132918421075929,132918423382505,2306576,-1
450,1,STEP,132918423447922,132918425401490,1953568,-1
451,1,STEP,132918425490787,132918427964067,2473280,-1
452,1,STEP,132918428031137,132918430043298,2012161,-1
453,1,STEP,132918430107569,132918432406195,2298626,-1
454,1,STEP,132918432471914,132918434152541,1680627,-1
455,1,STEP,132918434217914,132918435984082,1766168,-1
456,1,STEP,132918436046970,132918438227623,2180653,-1
457,1,STEP,132918438292019,132918440590700,2298681,-1
458,1,STEP,132918440656518,132918442635120,1978602,-1
459,1,STEP,132918442698851,132918444703175,2004324,-1
460,1,STEP,132918444767366,132918446908920,2141554,-1
461,1,STEP,132918446973843,132918449186674,2212831,-1
462,1,STEP,132918449251444,132918451369301,2117857,-1
463,1,STEP,132918451433125,132918453663204,2230079,-1
464,1,STEP,132918453728996,132918455655104,1926108,-1
465,1,STEP,132918455718874,132918458120220,2401346,-1
466,1,STEP,132918458186688,132918460259944,2073256,-1
467,1,STEP,132918460324117,132918462547878,2223761,-1
468,1,STEP,132918462613265,132918464720042,2106777,-1
469,1,STEP,132918464783004,132918466906170,2123166,-1
470,1,STEP,132918466970259,132918468919513,1949254,-1
471,1,STEP,132918468984275,132918470940956,1956681,-1
472,1,STEP,132918471005507,132918473189799,2184292,-1
473,1,STEP,132918473253439,132918475304573,2051134,-1
474,1,STEP,132918475367696,132918477510005,2142309,-1
475,1,STEP,132918477574482,132918479804395,2229913,-1
476,1,STEP,132918479868710,132918481917412,2048702,-1
477,1,STEP,132918481981111,132918484336325,2355214,-1
478,1,STEP,132918484401889,132918486342423,1940534,-1
479,1,STEP,132918486406021,132918488538460,2132439,-1
480,1,STEP,132918488603797,132918490579698,1975901,-1
481,1,STEP,132918490643506,132918492857359,2213853,-1
482,1,STEP,132918492922046,132918495111468,2189422,-1
483,1,STEP,132918495175956,132918497404074,2228118,-1
484,1,STEP,132918497494442,132918499704245,2209803,-1
485,1,STEP,132918499768854,132918501728953,1960099,-1
486,1,STEP,132918501792176,132918503892699,2100523,-1
487,1,STEP,132918503957965,132918505982343,2024378,-1
488,1,STEP,132918506044891,132918508063196,2018305,-1
489,1,STEP,132918508127271,132918510284870,2157599,-1
490,1,STEP,132918510348562,132918512680222,2331660,-1
491,1,STEP,132918512744849,132918514669576,1924727,-1
492,1,STEP,132918514732718,132918516886562,2153844,-1
493,1,STEP,132918516951470,132918519145179,2193709,-1
494,1,STEP,132918519208883,132918521576146,2367263,-1
495,1,STEP,132918521642290,132918523889872,2247582,-1
496,1,STEP,132918523954527,132918526100085,2145558,-1
497,1,STEP,132918526164625,132918528187209,2022584,-1
498,1,STEP,132918528250721,132918530263065,2012344,-1
499,1,STEP,132918530326097,132918532275830,1949733,-1
500,1,STEP,132918532338536,132918534200668,1862132,-1
501,1,STEP,132918534265245,132918536462628,2197383,-1
502,1,STEP,132918536526786,132918538920046,2393260,-1
503,1,STEP,132918538985573,132918540990315,2004742,-1
504,1,STEP,132918541053604,132918542950456,1896852,-1
505,1,STEP,132918543012645,132918545067882,2055237,-1
506,1,STEP,132918545131665,132918547178881,2047216,-1
507,1,STEP,132918547241850,132918549590073,2348223,-1
508,1,STEP,132918549656342,132918551483513,1827171,-1
509,1,STEP,132918551544828,132918553647504,2102676,-1
510,1,STEP,132918553710417,132918556074579,2364162,-1
511,1,STEP,132918556141365,132918558157892,2016527,-1
512,1,STEP,132918558262388,132918560441026,2178638,-1
513,1,STEP,132918560506478,132918562871800,2365322,-1
