Gen,Resource,Stamp,TimeStamp_Start,TimeStamp_End,Duration,Indiv_id
455,1,STEP,353569548198980,353569549308876,1109896,-1
456,1,STEP,353569549331917,353569550811830,1479913,-1
457,1,STEP,353569550837373,353569552070219,1232846,-1
458,1,STEP,353569552094510,353569552720181,625671,-1
459,1,STEP,353569552854370,353569553711399,857029,-1
460,1,STEP,353569553734636,353569554795345,1060709,-1
461,1,STEP,353569554820786,353569555974753,1153967,-1
462,1,STEP,353569555997410,353569557013469,1016059,-1
463,1,STEP,353569557035806,353569558000104,964298,-1
464,1,STEP,353569558021625,353569558963969,942344,-1
465,1,STEP,353569558985238,353569559991634,1006396,-1
466,1,STEP,353569560014238,353569561017022,1002784,-1
467,1,STEP,353569561043035,353569561792856,749821,-1
468,1,STEP,353569561815851,353569562481952,666101,-1
469,1,STEP,353569562613714,353569563337845,724131,-1
470,1,STEP,353569563361773,353569564401013,1039240,-1
471,1,STEP,353569564425373,353569565437566,1012193,-1
472,1,STEP,353569565466256,353569566250634,784378,-1
473,1,STEP,353569566496417,353569567255713,759296,-1
474,1,STEP,353569567279610,353569568361963,1082353,-1
475,1,STEP,353569568387862,353569569183861,795999,-1
476,1,STEP,353569569328409,353569570048355,719946,-1
477,1,STEP,353569570071390,353569571126633,1055243,-1
478,1,STEP,353569571149180,353569572146946,997766,-1
479,1,STEP,353569572169419,353569573006998,837579,-1
480,1,STEP,353569573029222,353569573916956,887734,-1
481,1,STEP,353569573939531,353569574842222,902691,-1
482,1,STEP,353569574864871,353569575787263,922392,-1
483,1,STEP,353569575810128,353569576460267,650139,-1
484,1,STEP,353569576798628,353569577466664,668036,-1
485,1,STEP,353569577703422,353569578374446,671024,-1
486,1,STEP,353569578589769,353569579189799,600030,-1
487,1,STEP,353569579437896,353569580278853,840957,-1
488,1,STEP,353569580309415,353569580899229,589814,-1
489,1,STEP,353569581176988,353569581829531,652543,-1
490,1,STEP,353569582086993,353569582830983,743990,-1
491,1,STEP,353569583001288,353569583557505,556217,-1
492,1,STEP,353569583579394,353569584491883,912489,-1
493,1,STEP,353569584515162,353569585400987,885825,-1
494,1,STEP,353569585425910,353569586104797,678887,-1
495,1,STEP,353569586128101,353569586786717,658616,-1
496,1,STEP,353569587022047,353569587781777,759730,-1
497,1,STEP,353569587804549,353569588783854,979305,-1
498,1,STEP,353569588806310,353569589846346,1040036,-1
