Generation,fitness,metabolic_error,amount_of_dna,nb_coding_rnas,nb_non_coding_rnas,nb_functional_genes,nb_non_functional_genes,nb_mut,nb_switch
291,1.08903e-66,0.151901,5000,0.958008,16.0391,0.958008,0,0.0449219,0.0449219
292,1.08584e-66,0.151905,5000,0.920898,16.0713,0.920898,0,0.0488281,0.0488281
293,1.09487e-66,0.151894,5000,0.926758,16.0654,0.926758,0,0.0371094,0.0371094
294,1.09487e-66,0.151894,5000,0.916016,16.0811,0.916016,0,0.0449219,0.0449219
295,1.09275e-66,0.151897,5000,0.911133,16.0811,0.911133,0,0.0488281,0.0488281
296,1.08797e-66,0.151902,5000,0.901367,16.0908,0.901367,0,0.0498047,0.0498047
297,1.08956e-66,0.1519,5000,0.902344,16.0898,0.902344,0,0.0458984,0.0458984
298,1.08691e-66,0.151904,5000,0.897461,16.0957,0.897461,0,0.0517578,0.0517578
299,1.09381e-66,0.151895,5000,0.910156,16.0889,0.910156,0,0.0419922,0.0419922
300,1.09966e-66,0.151888,5000,0.920898,16.0752,0.920898,0,0.0322266,0.0322266
301,1.09912e-66,0.151889,5000,0.919922,16.0771,0.919922,0,0.0410156,0.0410156
302,1.09434e-66,0.151895,5000,0.911133,16.0869,0.911133,0,0.0429688,0.0429688
303,1.08106e-66,0.15191,5000,0.886719,16.1094,0.886719,0,0.0556641,0.0556641
304,1.08531e-66,0.151905,5000,0.894531,16.1025,0.894531,0,0.046875,0.046875
305,1.08372e-66,0.151907,5000,0.891602,16.1074,0.891602,0,0.0458984,0.0458984
306,1.07947e-66,0.151912,5000,0.883789,16.1055,0.883789,0,0.0556641,0.0556641
307,1.07416e-66,0.151919,5000,0.874023,16.1152,0.874023,0,0.0546875,0.0546875
308,1.0715e-66,0.151922,5000,0.869141,16.1299,0.869141,0,0.0566406,0.0566406
309,1.07628e-66,0.151916,5000,0.87793,16.1201,0.87793,0,0.046875,0.046875
310,1.07522e-66,0.151917,5000,0.875977,16.125,0.875977,0,0.0458984,0.0458984
311,1.0731e-66,0.15192,5000,0.87207,16.1348,0.87207,0,0.0507812,0.0507812
312,1.07575e-66,0.151917,5000,0.876953,16.1289,0.876953,0,0.0537109,0.0537109
313,1.0715e-66,0.151922,5000,0.869141,16.1279,0.869141,0,0.0566406,0.0566406
314,1.07522e-66,0.151917,5000,0.875977,16.1221,0.875977,0,0.046875,0.046875
315,1.07416e-66,0.151919,5000,0.874023,16.1221,0.874023,0,0.0507812,0.0507812
316,1.07682e-66,0.151915,5000,0.878906,16.1113,0.878906,0,0.0507812,0.0507812
317,1.08213e-66,0.151909,5000,0.888672,16.1055,0.888672,0,0.0488281,0.0488281
318,1.08531e-66,0.151905,5000,0.894531,16.1006,0.894531,0,0.0439453,0.0439453
319,1.08531e-66,0.151905,5000,0.894531,16.1045,0.894531,0,0.0429688,0.0429688
320,1.09063e-66,0.151899,5000,0.904297,16.0986,0.904297,0,0.0498047,0.0498047
321,1.08691e-66,0.151904,5000,0.897461,16.1064,0.897461,0,0.0556641,0.0556641
322,1.08e-66,0.151912,5000,0.884766,16.1221,0.884766,0,0.0605469,0.0605469
323,1.07735e-66,0.151915,5000,0.879883,16.1299,0.879883,0,0.0478516,0.0478516
324,1.07788e-66,0.151914,5000,0.880859,16.1172,0.880859,0,0.0537109,0.0537109
325,1.06566e-66,0.151929,5000,0.858398,16.1387,0.858398,0,0.0673828,0.0673828
326,1.07097e-66,0.151922,5000,0.868164,16.1318,0.868164,0,0.0527344,0.0527344
327,1.07628e-66,0.151916,5000,0.87793,16.1123,0.87793,0,0.0605469,0.0605469
328,1.07416e-66,0.151919,5000,0.874023,16.1143,0.874023,0,0.0605469,0.0605469
329,1.08106e-66,0.15191,5000,0.886719,16.1074,0.886719,0,0.0517578,0.0517578
330,1.07363e-66,0.151919,5000,0.873047,16.1221,0.873047,0,0.0498047,0.0498047
331,1.07257e-66,0.151921,5000,0.871094,16.1338,0.871094,0,0.0703125,0.0703125
332,1.08106e-66,0.15191,5000,0.886719,16.1162,0.886719,0,0.0488281,0.0488281
333,1.07469e-66,0.151918,5000,0.875,16.1309,0.875,0,0.0585938,0.0585938
334,1.07363e-66,0.151919,5000,0.873047,16.1289,0.873047,0,0.0478516,0.0478516
335,1.07894e-66,0.151913,5000,0.882812,16.125,0.882812,0,0.0517578,0.0517578
336,1.07894e-66,0.151913,5000,0.882812,16.1143,0.882812,0,0.0537109,0.0537109
337,1.07947e-66,0.151912,5000,0.883789,16.123,0.883789,0,0.0556641,0.0556641
338,1.07841e-66,0.151914,5000,0.881836,16.1182,0.881836,0,0.0605469,0.0605469
339,1.07947e-66,0.151912,5000,0.883789,16.1152,0.883789,0,0.0566406,0.0566406
340,1.0816e-66,0.15191,5000,0.887695,16.1104,0.887695,0,0.0488281,0.0488281
341,1.07522e-66,0.151917,5000,0.875977,16.123,0.875977,0,0.0478516,0.0478516
342,1.08053e-66,0.151911,5000,0.885742,16.1113,0.885742,0,0.0517578,0.0517578
343,1.09063e-66,0.151899,5000,0.904297,16.0986,0.904297,0,0.0439453,0.0439453
344,1.0816e-66,0.15191,5000,0.887695,16.1104,0.887695,0,0.0576172,0.0576172
345,1.06991e-66,0.151924,5000,0.866211,16.1318,0.866211,0,0.0693359,0.0693359
346,1.06407e-66,0.151931,5000,0.855469,16.1436,0.855469,0,0.0644531,0.0644531
347,1.07203e-66,0.151921,5000,0.870117,16.1328,0.870117,0,0.0361328,0.0361328
348,1.07522e-66,0.151917,5000,0.875977,16.123,0.875977,0,0.0517578,0.0517578
349,1.07416e-66,0.151919,5000,0.874023,16.124,0.874023,0,0.0527344,0.0527344
350,1.07841e-66,0.151914,5000,0.881836,16.1113,0.881836,0,0.0527344,0.0527344
351,1.07575e-66,0.151917,5000,0.876953,16.125,0.876953,0,0.0488281,0.0488281
352,1.08425e-66,0.151907,5000,0.892578,16.1074,0.892578,0,0.0478516,0.0478516
353,1.07841e-66,0.151914,5000,0.881836,16.1172,0.881836,0,0.0605469,0.0605469
354,1.08372e-66,0.151907,5000,0.891602,16.1006,0.891602,0,0.0537109,0.0537109
355,1.07947e-66,0.151912,5000,0.883789,16.1123,0.883789,0,0.0566406,0.0566406
356,1.08691e-66,0.151904,5000,0.897461,16.1006,0.897461,0,0.0488281,0.0488281
357,1.08531e-66,0.151905,5000,0.894531,16.1045,0.894531,0,0.0517578,0.0517578
358,1.07894e-66,0.151913,5000,0.882812,16.1143,0.882812,0,0.0576172,0.0576172
359,1.08903e-66,0.151901,5000,0.901367,16.0928,0.901367,0,0.0351562,0.0351562
360,1.08691e-66,0.151904,5000,0.897461,16.0977,0.897461,0,0.0546875,0.0546875
361,1.09275e-66,0.151897,5000,0.908203,16.0859,0.908203,0,0.0400391,0.0400391
362,1.08638e-66,0.151904,5000,0.896484,16.1006,0.896484,0,0.0566406,0.0566406
363,1.08319e-66,0.151908,5000,0.890625,16.1074,0.890625,0,0.0478516,0.0478516
364,1.07894e-66,0.151913,5000,0.882812,16.1143,0.882812,0,0.0517578,0.0517578
365,1.07788e-66,0.151914,5000,0.880859,16.1182,0.880859,0,0.0546875,0.0546875
366,1.07575e-66,0.151917,5000,0.876953,16.1201,0.876953,0,0.0410156,0.0410156
367,1.06832e-66,0.151926,5000,0.863281,16.1309,0.863281,0,0.0585938,0.0585938
368,1.07788e-66,0.151914,5000,0.880859,16.1143,0.880859,0,0.0449219,0.0449219
369,1.0731e-66,0.15192,5000,0.87207,16.1201,0.87207,0,0.0556641,0.0556641
370,1.08e-66,0.151912,5000,0.884766,16.1064,0.884766,0,0.0410156,0.0410156
371,1.08691e-66,0.151904,5000,0.897461,16.0996,0.897461,0,0.0498047,0.0498047
372,1.09487e-66,0.151894,5000,0.912109,16.0889,0.912109,0,0.0380859,0.0380859
373,1.08691e-66,0.151904,5000,0.897461,16.1064,0.897461,0,0.0537109,0.0537109
374,1.07682e-66,0.151915,5000,0.878906,16.126,0.878906,0,0.0615234,0.0615234
375,1.08425e-66,0.151907,5000,0.915039,16.0898,0.892578,0.0224609,0.0332031,0.0332031
376,1.08956e-66,0.1519,5000,0.914062,16.084,0.902344,0.0117188,0.0488281,0.0488281
377,1.08638e-66,0.151904,5000,0.904297,16.0859,0.896484,0.0078125,0.0507812,0.0507812
378,1.08e-66,0.151912,5000,0.888672,16.1006,0.884766,0.00390625,0.0546875,0.0546875
379,1.08319e-66,0.151908,5000,0.893555,16.0967,0.890625,0.00292969,0.0498047,0.0498047
380,1.08266e-66,0.151909,5000,0.892578,16.1035,0.889648,0.00292969,0.0439453,0.0439453
381,1.08584e-66,0.151905,5000,0.897461,16.0977,0.895508,0.00195312,0.0478516,0.0478516
382,1.09381e-66,0.151895,5000,0.911133,16.0908,0.910156,0.000976562,0.0380859,0.0380859
383,1.08584e-66,0.151905,5000,0.895508,16.1074,0.895508,0,0.0585938,0.0585938
384,1.08053e-66,0.151911,5000,0.885742,16.1133,0.885742,0,0.0537109,0.0537109
385,1.0816e-66,0.15191,5000,0.887695,16.1055,0.887695,0,0.0449219,0.0449219
386,1.08213e-66,0.151909,5000,0.888672,16.1035,0.888672,0,0.046875,0.046875
387,1.08531e-66,0.151905,5000,0.894531,16.1016,0.894531,0,0.0585938,0.0585938
388,1.07947e-66,0.151912,5000,0.883789,16.1055,0.883789,0,0.0507812,0.0507812
389,1.08e-66,0.151912,5000,0.884766,16.1055,0.884766,0,0.0488281,0.0488281
390,1.08e-66,0.151912,5000,0.884766,16.1074,0.884766,0,0.0527344,0.0527344
391,1.07097e-66,0.151922,5000,0.868164,16.1289,0.868164,0,0.0507812,0.0507812
392,1.06991e-66,0.151924,5000,0.866211,16.123,0.866211,0,0.0488281,0.0488281
393,1.07947e-66,0.151912,5000,0.883789,16.1152,0.883789,0,0.046875,0.046875
394,1.06779e-66,0.151926,5000,0.862305,16.1348,0.862305,0,0.0546875,0.0546875
395,1.07682e-66,0.151915,5000,0.878906,16.1172,0.878906,0,0.0419922,0.0419922
396,1.07628e-66,0.151916,5000,0.87793,16.1211,0.87793,0,0.046875,0.046875
397,1.08106e-66,0.15191,5000,0.886719,16.1143,0.886719,0,0.0488281,0.0488281
398,1.08372e-66,0.151907,5000,0.891602,16.1133,0.891602,0,0.0556641,0.0556641
399,1.08213e-66,0.151909,5000,0.888672,16.1143,0.888672,0,0.0507812,0.0507812
400,1.08319e-66,0.151908,5000,0.890625,16.1055,0.890625,0,0.0507812,0.0507812
401,1.08691e-66,0.151904,5000,0.897461,16.0967,0.897461,0,0.0556641,0.0556641
402,1.09381e-66,0.151895,5000,0.910156,16.083,0.910156,0,0.0498047,0.0498047
403,1.08213e-66,0.151909,5000,0.888672,16.1143,0.888672,0,0.0654297,0.0654297
404,1.07257e-66,0.151921,5000,0.871094,16.1348,0.871094,0,0.0595703,0.0595703
405,1.08053e-66,0.151911,5000,0.885742,16.1084,0.885742,0,0.0488281,0.0488281
406,1.08903e-66,0.151901,5000,0.901367,16.0928,0.901367,0,0.0537109,0.0537109
407,1.08638e-66,0.151904,5000,0.896484,16.0908,0.896484,0,0.0429688,0.0429688
408,1.08584e-66,0.151905,5000,0.895508,16.0908,0.895508,0,0.0419922,0.0419922
409,1.08319e-66,0.151908,5000,0.890625,16.0986,0.890625,0,0.0537109,0.0537109
410,1.07788e-66,0.151914,5000,0.880859,16.1074,0.880859,0,0.0625,0.0625
411,1.08478e-66,0.151906,5000,0.893555,16.0986,0.893555,0,0.0429688,0.0429688
412,1.07628e-66,0.151916,5000,0.87793,16.1133,0.87793,0,0.0585938,0.0585938
413,1.08106e-66,0.15191,5000,0.886719,16.1025,0.886719,0,0.0449219,0.0449219
414,1.07788e-66,0.151914,5000,0.880859,16.1094,0.880859,0,0.0517578,0.0517578
415,1.07575e-66,0.151917,5000,0.876953,16.1133,0.876953,0,0.0410156,0.0410156
416,1.0816e-66,0.15191,5000,0.901367,16.0967,0.887695,0.0136719,0.0400391,0.0400391
417,1.08478e-66,0.151906,5000,0.921875,16.0781,0.893555,0.0283203,0.0449219,0.0449219
418,1.09063e-66,0.151899,5000,0.912109,16.085,0.904297,0.0078125,0.0498047,0.0498047
419,1.08319e-66,0.151908,5000,0.895508,16.1045,0.890625,0.00488281,0.0498047,0.0498047
420,1.08425e-66,0.151907,5000,0.895508,16.1055,0.892578,0.00292969,0.0517578,0.0517578
421,1.09541e-66,0.151893,5000,0.916016,16.0791,0.913086,0.00292969,0.0332031,0.0332031
422,1.09009e-66,0.1519,5000,0.905273,16.0928,0.90332,0.00195312,0.0546875,0.0546875
423,1.09647e-66,0.151892,5000,0.916016,16.085,0.915039,0.000976562,0.0478516,0.0478516
424,1.10284e-66,0.151885,5000,0.926758,16.0742,0.926758,0,0.0322266,0.0322266
425,1.09169e-66,0.151898,5000,0.90625,16.0918,0.90625,0,0.0537109,0.0537109
426,1.07947e-66,0.151912,5000,0.883789,16.1113,0.883789,0,0.0546875,0.0546875
427,1.0816e-66,0.15191,5000,0.887695,16.1104,0.887695,0,0.0458984,0.0458984
428,1.07628e-66,0.151916,5000,0.87793,16.1221,0.87793,0,0.0546875,0.0546875
429,1.08584e-66,0.151905,5000,0.895508,16.1006,0.895508,0,0.0371094,0.0371094
430,1.08638e-66,0.151904,5000,0.896484,16.0986,0.896484,0,0.0458984,0.0458984
431,1.09116e-66,0.151898,5000,0.905273,16.0869,0.905273,0,0.0439453,0.0439453
432,1.08584e-66,0.151905,5000,0.895508,16.1016,0.895508,0,0.0371094,0.0371094
433,1.09063e-66,0.151899,5000,0.904297,16.0918,0.904297,0,0.0341797,0.0341797
434,1.08319e-66,0.151908,5000,0.890625,16.1064,0.890625,0,0.0527344,0.0527344
435,1.07575e-66,0.151917,5000,0.876953,16.1172,0.876953,0,0.0517578,0.0517578
436,1.07735e-66,0.151915,5000,0.879883,16.1152,0.879883,0,0.0537109,0.0537109
437,1.07363e-66,0.151919,5000,0.873047,16.125,0.873047,0,0.0556641,0.0556641
438,1.07044e-66,0.151923,5000,0.867188,16.1387,0.867188,0,0.0537109,0.0537109
439,1.07575e-66,0.151917,5000,0.876953,16.125,0.876953,0,0.0566406,0.0566406
440,1.08425e-66,0.151907,5000,0.892578,16.0986,0.892578,0,0.0498047,0.0498047
441,1.08744e-66,0.151903,5000,0.898438,16.0977,0.898438,0,0.0390625,0.0390625
442,1.0885e-66,0.151902,5000,0.900391,16.1045,0.900391,0,0.046875,0.046875
443,1.08903e-66,0.151901,5000,0.901367,16.0977,0.901367,0,0.0439453,0.0439453
444,1.08266e-66,0.151909,5000,0.889648,16.1045,0.889648,0,0.0498047,0.0498047
445,1.08478e-66,0.151906,5000,0.893555,16.1055,0.893555,0,0.0390625,0.0390625
446,1.08584e-66,0.151905,5000,0.895508,16.1064,0.895508,0,0.0546875,0.0546875
447,1.09647e-66,0.151892,5000,0.915039,16.083,0.915039,0,0.0361328,0.0361328
448,1.08956e-66,0.1519,5000,0.902344,16.0967,0.902344,0,0.0517578,0.0517578
449,1.08797e-66,0.151902,5000,0.899414,16.1035,0.899414,0,0.0488281,0.0488281
450,1.08691e-66,0.151904,5000,0.897461,16.1084,0.897461,0,0.0566406,0.0566406
451,1.08584e-66,0.151905,5000,0.895508,16.1055,0.895508,0,0.0439453,0.0439453
452,1.08053e-66,0.151911,5000,0.885742,16.1133,0.885742,0,0.0634766,0.0634766
453,1.08584e-66,0.151905,5000,0.895508,16.1064,0.895508,0,0.046875,0.046875
454,1.08478e-66,0.151906,5000,0.893555,16.0996,0.893555,0,0.0556641,0.0556641
455,1.09222e-66,0.151897,5000,0.907227,16.0889,0.907227,0,0.03125,0.03125
456,1.09487e-66,0.151894,5000,0.912109,16.0898,0.912109,0,0.0361328,0.0361328
457,1.09541e-66,0.151893,5000,0.913086,16.085,0.913086,0,0.0498047,0.0498047
458,1.08903e-66,0.151901,5000,0.901367,16.0947,0.901367,0,0.0585938,0.0585938
459,1.09328e-66,0.151896,5000,0.90918,16.0869,0.90918,0,0.0419922,0.0419922
460,1.08903e-66,0.151901,5000,0.901367,16.0947,0.901367,0,0.0458984,0.0458984
461,1.08956e-66,0.1519,5000,0.902344,16.1006,0.902344,0,0.0478516,0.0478516
462,1.08478e-66,0.151906,5000,0.893555,16.1104,0.893555,0,0.0517578,0.0517578
463,1.0816e-66,0.15191,5000,0.887695,16.1133,0.887695,0,0.0478516,0.0478516
464,1.08266e-66,0.151909,5000,0.889648,16.1113,0.889648,0,0.0527344,0.0527344
465,1.08106e-66,0.15191,5000,0.886719,16.1084,0.886719,0,0.0419922,0.0419922
466,1.07841e-66,0.151914,5000,0.881836,16.1133,0.881836,0,0.0605469,0.0605469
467,1.08425e-66,0.151907,5000,0.892578,16.1016,0.892578,0,0.046875,0.046875
468,1.07575e-66,0.151917,5000,0.876953,16.1221,0.876953,0,0.0537109,0.0537109
469,1.07947e-66,0.151912,5000,0.883789,16.1104,0.883789,0,0.0478516,0.0478516
470,1.07947e-66,0.151912,5000,0.883789,16.1084,0.883789,0,0.0537109,0.0537109
471,1.08638e-66,0.151904,5000,0.896484,16.0938,0.896484,0,0.0429688,0.0429688
472,1.09009e-66,0.1519,5000,0.90332,16.0918,0.90332,0,0.0458984,0.0458984
473,1.08903e-66,0.151901,5000,0.901367,16.0918,0.901367,0,0.0507812,0.0507812
474,1.08956e-66,0.1519,5000,0.902344,16.0908,0.902344,0,0.046875,0.046875
475,1.08744e-66,0.151903,5000,0.898438,16.0977,0.898438,0,0.0517578,0.0517578
476,1.08319e-66,0.151908,5000,0.890625,16.1006,0.890625,0,0.0566406,0.0566406
477,1.0816e-66,0.15191,5000,0.887695,16.0977,0.887695,0,0.046875,0.046875
478,1.07894e-66,0.151913,5000,0.882812,16.1055,0.882812,0,0.0585938,0.0585938
479,1.08266e-66,0.151909,5000,0.889648,16.1055,0.889648,0,0.0410156,0.0410156
480,1.08638e-66,0.151904,5000,0.896484,16.0938,0.896484,0,0.0517578,0.0517578
481,1.09063e-66,0.151899,5000,0.904297,16.085,0.904297,0,0.0429688,0.0429688
482,1.08425e-66,0.151907,5000,0.892578,16.1035,0.892578,0,0.0517578,0.0517578
483,1.08531e-66,0.151905,5000,0.894531,16.1074,0.894531,0,0.0507812,0.0507812
484,1.09328e-66,0.151896,5000,0.90918,16.0898,0.90918,0,0.0566406,0.0566406
485,1.08903e-66,0.151901,5000,0.901367,16.0889,0.901367,0,0.0498047,0.0498047
486,1.09222e-66,0.151897,5000,0.907227,16.084,0.907227,0,0.0419922,0.0419922
487,1.08053e-66,0.151911,5000,0.885742,16.1055,0.885742,0,0.0498047,0.0498047
488,1.08584e-66,0.151905,5000,0.895508,16.1035,0.895508,0,0.0439453,0.0439453
489,1.08478e-66,0.151906,5000,0.893555,16.1055,0.893555,0,0.0449219,0.0449219
490,1.08638e-66,0.151904,5000,0.896484,16.1016,0.896484,0,0.0488281,0.0488281
491,1.07894e-66,0.151913,5000,0.882812,16.1152,0.882812,0,0.0566406,0.0566406
492,1.08372e-66,0.151907,5000,0.891602,16.1094,0.891602,0,0.0410156,0.0410156
493,1.08584e-66,0.151905,5000,0.895508,16.1055,0.895508,0,0.0478516,0.0478516
494,1.09169e-66,0.151898,5000,0.90625,16.0879,0.90625,0,0.0498047,0.0498047
495,1.08638e-66,0.151904,5000,0.896484,16.0957,0.896484,0,0.0605469,0.0605469
496,1.08372e-66,0.151907,5000,0.891602,16.1045,0.891602,0,0.0517578,0.0517578
497,1.08744e-66,0.151903,5000,0.898438,16.0977,0.898438,0,0.0498047,0.0498047
498,1.09541e-66,0.151893,5000,0.913086,16.0811,0.913086,0,0.0439453,0.0439453
499,1.09381e-66,0.151895,5000,0.910156,16.0889,0.910156,0,0.0429688,0.0429688
500,1.09487e-66,0.151894,5000,0.912109,16.083,0.912109,0,0.0410156,0.0410156
501,1.09222e-66,0.151897,5000,0.907227,16.083,0.907227,0,0.0400391,0.0400391
502,1.08478e-66,0.151906,5000,0.893555,16.0957,0.893555,0,0.0517578,0.0517578
503,1.0816e-66,0.15191,5000,0.887695,16.1084,0.887695,0,0.0556641,0.0556641
504,1.09116e-66,0.151898,5000,0.905273,16.0918,0.905273,0,0.0439453,0.0439453
505,1.09275e-66,0.151897,5000,0.908203,16.085,0.908203,0,0.0380859,0.0380859
506,1.09381e-66,0.151895,5000,0.910156,16.083,0.910156,0,0.0478516,0.0478516
507,1.09541e-66,0.151893,5000,0.913086,16.0791,0.913086,0,0.0439453,0.0439453
508,1.08638e-66,0.151904,5000,0.896484,16.0957,0.896484,0,0.0576172,0.0576172
509,1.09063e-66,0.151899,5000,0.904297,16.0908,0.904297,0,0.0380859,0.0380859
510,1.08797e-66,0.151902,5000,0.899414,16.1016,0.899414,0,0.0449219,0.0449219
511,1.08106e-66,0.15191,5000,0.886719,16.1104,0.886719,0,0.0576172,0.0576172
512,1.07841e-66,0.151914,5000,0.881836,16.1143,0.881836,0,0.0429688,0.0429688
513,1.08266e-66,0.151909,5000,0.889648,16.1094,0.889648,0,0.0537109,0.0537109
514,1.07735e-66,0.151915,5000,0.879883,16.123,0.879883,0,0.0585938,0.0585938
515,1.07682e-66,0.151915,5000,0.878906,16.1182,0.878906,0,0.0546875,0.0546875
516,1.07894e-66,0.151913,5000,0.882812,16.1152,0.882812,0,0.0488281,0.0488281
517,1.08319e-66,0.151908,5000,0.890625,16.1113,0.890625,0,0.0576172,0.0576172
518,1.08584e-66,0.151905,5000,0.895508,16.1016,0.895508,0,0.0527344,0.0527344
519,1.07575e-66,0.151917,5000,0.876953,16.125,0.876953,0,0.0742188,0.0742188
520,1.06991e-66,0.151924,5000,0.866211,16.1348,0.866211,0,0.0605469,0.0605469
521,1.06725e-66,0.151927,5000,0.861328,16.1299,0.861328,0,0.0585938,0.0585938
522,1.07469e-66,0.151918,5000,0.875,16.1182,0.875,0,0.0576172,0.0576172
523,1.07469e-66,0.151918,5000,0.875,16.1172,0.875,0,0.0595703,0.0595703
524,1.07682e-66,0.151915,5000,0.878906,16.1152,0.878906,0,0.046875,0.046875
525,1.07841e-66,0.151914,5000,0.881836,16.1162,0.881836,0,0.0566406,0.0566406
526,1.08266e-66,0.151909,5000,0.889648,16.1064,0.889648,0,0.046875,0.046875
527,1.08053e-66,0.151911,5000,0.885742,16.0996,0.885742,0,0.0537109,0.0537109
528,1.07575e-66,0.151917,5000,0.927734,16.0527,0.876953,0.0507812,0.0585938,0.0585938
529,1.07097e-66,0.151922,5000,0.946289,16.042,0.868164,0.078125,0.0488281,0.0488281
530,1.07575e-66,0.151917,5000,0.97168,16.0195,0.876953,0.0947266,0.046875,0.046875
531,1.07788e-66,0.151914,5000,0.979492,16.0195,0.880859,0.0986328,0.0507812,0.0507812
532,1.08106e-66,0.15191,5000,0.991211,16,0.886719,0.104492,0.0419922,0.0419922
533,1.09009e-66,0.1519,5000,0.957031,16.0361,0.90332,0.0537109,0.0390625,0.0390625
534,1.09434e-66,0.151895,5000,0.939453,16.0547,0.911133,0.0283203,0.0449219,0.0449219
535,1.08638e-66,0.151904,5000,0.915039,16.0801,0.896484,0.0185547,0.0566406,0.0566406
536,1.08744e-66,0.151903,5000,0.911133,16.0791,0.898438,0.0126953,0.046875,0.046875
537,1.07841e-66,0.151914,5000,0.895508,16.0889,0.881836,0.0136719,0.0556641,0.0556641
538,1.06779e-66,0.151926,5000,0.873047,16.1104,0.862305,0.0107422,0.0683594,0.0683594
539,1.07097e-66,0.151922,5000,0.875977,16.1133,0.868164,0.0078125,0.0517578,0.0517578
540,1.07894e-66,0.151913,5000,0.886719,16.1074,0.882812,0.00390625,0.0390625,0.0390625
541,1.08e-66,0.151912,5000,0.885742,16.1104,0.884766,0.000976562,0.0576172,0.0576172
542,1.08531e-66,0.151905,5000,0.895508,16.0967,0.894531,0.000976562,0.0439453,0.0439453
543,1.08106e-66,0.15191,5000,0.887695,16.1016,0.886719,0.000976562,0.046875,0.046875
544,1.07788e-66,0.151914,5000,0.881836,16.1055,0.880859,0.000976562,0.0351562,0.0351562
545,1.07363e-66,0.151919,5000,0.874023,16.1162,0.873047,0.000976562,0.0498047,0.0498047
546,1.08691e-66,0.151904,5000,0.898438,16.1016,0.897461,0.000976562,0.0507812,0.0507812
547,1.08744e-66,0.151903,5000,0.898438,16.0977,0.898438,0,0.046875,0.046875
548,1.08266e-66,0.151909,5000,0.889648,16.1006,0.889648,0,0.0585938,0.0585938
549,1.08372e-66,0.151907,5000,0.891602,16.1045,0.891602,0,0.0478516,0.0478516
550,1.08e-66,0.151912,5000,0.884766,16.1182,0.884766,0,0.0400391,0.0400391
551,1.08213e-66,0.151909,5000,0.889648,16.1104,0.888672,0.000976562,0.0429688,0.0429688
552,1.08638e-66,0.151904,5000,0.897461,16.1035,0.896484,0.000976562,0.0390625,0.0390625
553,1.09169e-66,0.151898,5000,0.90625,16.0947,0.90625,0,0.0419922,0.0419922
554,1.08053e-66,0.151911,5000,0.885742,16.1074,0.885742,0,0.0507812,0.0507812
555,1.08744e-66,0.151903,5000,0.898438,16.1074,0.898438,0,0.0507812,0.0507812
556,1.08425e-66,0.151907,5000,0.892578,16.1113,0.892578,0,0.0527344,0.0527344
557,1.07894e-66,0.151913,5000,0.882812,16.1113,0.882812,0,0.0537109,0.0537109
558,1.08213e-66,0.151909,5000,0.888672,16.1113,0.888672,0,0.0498047,0.0498047
559,1.07575e-66,0.151917,5000,0.876953,16.1162,0.876953,0,0.0634766,0.0634766
560,1.07788e-66,0.151914,5000,0.880859,16.1152,0.880859,0,0.0585938,0.0585938
561,1.0816e-66,0.15191,5000,0.887695,16.1094,0.887695,0,0.0439453,0.0439453
562,1.07682e-66,0.151915,5000,0.878906,16.1201,0.878906,0,0.0566406,0.0566406
563,1.0816e-66,0.15191,5000,0.887695,16.1133,0.887695,0,0.0458984,0.0458984
564,1.09009e-66,0.1519,5000,0.90332,16.0996,0.90332,0,0.0380859,0.0380859
565,1.08053e-66,0.151911,5000,0.885742,16.1191,0.885742,0,0.0517578,0.0517578
566,1.07682e-66,0.151915,5000,0.878906,16.1201,0.878906,0,0.0566406,0.0566406
567,1.07788e-66,0.151914,5000,0.880859,16.1172,0.880859,0,0.0615234,0.0615234
568,1.07522e-66,0.151917,5000,0.875977,16.1162,0.875977,0,0.0595703,0.0595703
569,1.0816e-66,0.15191,5000,0.887695,16.1143,0.887695,0,0.0341797,0.0341797
570,1.08266e-66,0.151909,5000,0.889648,16.1113,0.889648,0,0.0527344,0.0527344
571,1.08319e-66,0.151908,5000,0.890625,16.1113,0.890625,0,0.0449219,0.0449219
572,1.08691e-66,0.151904,5000,0.897461,16.0986,0.897461,0,0.0449219,0.0449219
573,1.08213e-66,0.151909,5000,0.888672,16.1045,0.888672,0,0.046875,0.046875
574,1.0816e-66,0.15191,5000,0.887695,16.1055,0.887695,0,0.0488281,0.0488281
575,1.09009e-66,0.1519,5000,0.90332,16.0957,0.90332,0,0.0439453,0.0439453
576,1.08691e-66,0.151904,5000,0.897461,16.0996,0.897461,0,0.0449219,0.0449219
577,1.08213e-66,0.151909,5000,0.888672,16.1064,0.888672,0,0.0605469,0.0605469
578,1.08584e-66,0.151905,5000,0.895508,16.1025,0.895508,0,0.0449219,0.0449219
579,1.08053e-66,0.151911,5000,0.885742,16.1104,0.885742,0,0.0478516,0.0478516
580,1.08053e-66,0.151911,5000,0.885742,16.1084,0.885742,0,0.0488281,0.0488281
581,1.07628e-66,0.151916,5000,0.87793,16.1133,0.87793,0,0.0644531,0.0644531
582,1.08691e-66,0.151904,5000,0.897461,16.0967,0.897461,0,0.0478516,0.0478516
583,1.10072e-66,0.151887,5000,0.922852,16.0752,0.922852,0,0.0332031,0.0332031
584,1.09063e-66,0.151899,5000,0.904297,16.0928,0.904297,0,0.0517578,0.0517578
